species	qma	stat	zone
SNA	SNA8	041	041
SNA	SNA8	042	042
SNA	SNA8	046	046
SNA	SNA8	044	045
SNA	SNA8	043	042
SNA	SNA8	016	039
SNA	SNA8	017	039
SNA	SNA8	048	048
SNA	SNA8	047	047
SNA	SNA8	801	041
SNA	SNA8	101	042
SNA	SNA8	104	048
SNA	SNA8	045	045
SPD	SPD4	412	051
SPD	SPD4	411	052
SPD	SPD4	410	403
SPD	SPD4	408	401
SPD	SPD4	409	403
SPD	SPD4	407	401
SPD	SPD4	049	049
SPD	SPD4	050	050
SPD	SPD4	051	051
SPD	SPD4	052	052
SPD	SPD4	401	401
SPD	SPD4	402	401
SPD	SPD4	403	403
SPD	SPD4	404	403
SPD	SPD4	405	049
SPD	SPD4	406	050
SPD	SPD10	092	091
SPD	SPD10	091	091
SPD	SPD10	093	091
SPD	SPD10	094	091
SPD	SPD7	704	035
SPD	SPD7	705	034
SPD	SPD7	702	036
SPD	SPD7	703	036
SPD	SPD7	018	038
SPD	SPD7	032	033
SPD	SPD7	033	033
SPD	SPD7	034	034
SPD	SPD7	035	035
SPD	SPD7	036	036
SPD	SPD7	040	037
SPD	SPD7	037	037
SPD	SPD7	039	038
SPD	SPD7	038	038
SPD	SPD7	017	038
SPD	SPD7	701	036
SPD	SPD7	706	033
SPD	SPD3	301	024
SPD	SPD3	018	018
SPD	SPD3	020	020
SPD	SPD3	023	022
SPD	SPD3	022	022
SPD	SPD3	024	024
SPD	SPD3	026	026
SPD	SPD3	027	026
SPD	SPD3	303	026
SPD	SPD3	302	026
SPD	SPD3	019	018
SPD	SPD3	021	020
SPD	SPD1	203	013
SPD	SPD1	202	012
SPD	SPD1	204	014
SPD	SPD1	107	008
SPD	SPD1	201	011
SPD	SPD1	004	004
SPD	SPD1	008	008
SPD	SPD1	006	005
SPD	SPD1	007	005
SPD	SPD1	009	009
SPD	SPD1	010	010
SPD	SPD1	011	011
SPD	SPD1	012	012
SPD	SPD1	015	015
SPD	SPD1	018	018
SPD	SPD1	009H	009
SPD	SPD1	016	015
SPD	SPD1	017	015
SPD	SPD1	013	013
SPD	SPD1	014	014
SPD	SPD1	003	003
SPD	SPD1	005	005
SPD	SPD1	106	002
SPD	SPD1	001	001
SPD	SPD1	002	002
SPD	SPD1	205	015
SPD	SPD1	206	015
SPD	SPD1	105	001
SPD	SPD1	019	018
SPD	SPD5	608	601
SPD	SPD5	602	601
SPD	SPD5	623	601
SPD	SPD5	622	601
SPD	SPD5	625	601
SPD	SPD5	502	030
SPD	SPD5	615	601
SPD	SPD5	613	601
SPD	SPD5	601	601
SPD	SPD5	618	601
SPD	SPD5	614	601
SPD	SPD5	616	601
SPD	SPD5	619	601
SPD	SPD5	503	029
SPD	SPD5	609	601
SPD	SPD5	617	601
SPD	SPD5	620	601
SPD	SPD5	607	601
SPD	SPD5	621	601
SPD	SPD5	624	601
SPD	SPD5	026	025
SPD	SPD5	027	027
SPD	SPD5	028	029
SPD	SPD5	031	031
SPD	SPD5	032	032
SPD	SPD5	025	025
SPD	SPD5	029	029
SPD	SPD5	030	030
SPD	SPD5	501	031
SPD	SPD5	603	601
SPD	SPD5	504	027
SPD	SPD5	303	026
SPD	SPD5	606	601
SPD	SPD5	610	601
SPD	SPD5	612	601
SPD	SPD5	604	601
SPD	SPD5	302	026
SPD	SPD5	605	601
SPD	SPD5	611	601
SPD	SPD8	102	046
SPD	SPD8	103	047
SPD	SPD8	036	040
SPD	SPD8	040	040
SPD	SPD8	037	039
SPD	SPD8	039	039
SPD	SPD8	041	041
SPD	SPD8	042	042
SPD	SPD8	046	046
SPD	SPD8	044	045
SPD	SPD8	043	042
SPD	SPD8	016	039
SPD	SPD8	017	039
SPD	SPD8	048	048
SPD	SPD8	047	047
SPD	SPD8	801	041
SPD	SPD8	101	042
SPD	SPD8	104	048
SPD	SPD8	045	045
SPE	SPE4	412	051
SPE	SPE4	411	052
SPE	SPE4	410	403
SPE	SPE4	408	401
SPE	SPE4	409	403
SPE	SPE4	407	401
SPE	SPE4	049	049
SPE	SPE4	050	050
SPE	SPE4	051	051
SPE	SPE4	052	052
SPE	SPE4	401	401
SPE	SPE4	402	401
SPE	SPE4	403	403
SPE	SPE4	404	403
SPE	SPE4	405	049
SPE	SPE4	406	050
SPE	SPE5	502	030
SPE	SPE5	503	029
SPE	SPE5	026	025
SPE	SPE5	027	027
SPE	SPE5	028	029
SPE	SPE5	031	031
SPE	SPE5	032	032
SPE	SPE5	025	025
SPE	SPE5	029	029
SPE	SPE5	030	030
SPE	SPE5	501	031
SPE	SPE5	504	027
SPE	SPE8	036	040
SPE	SPE8	040	040
SPE	SPE8	037	039
SPE	SPE8	039	039
SPE	SPE8	041	041
SPE	SPE8	016	039
SPE	SPE8	017	039
SPE	SPE8	801	041
SPE	SPE10	092	091
SPE	SPE10	091	091
SPE	SPE10	093	091
SPE	SPE10	094	091
SPE	SPE6	608	601
SPE	SPE6	602	601
SPE	SPE6	623	601
SPE	SPE6	622	601
SPE	SPE6	625	601
SPE	SPE6	615	601
SPE	SPE6	613	601
SPE	SPE6	601	601
SPE	SPE6	618	601
SPE	SPE6	614	601
SPE	SPE6	616	601
SPE	SPE6	619	601
SPE	SPE6	609	601
SPE	SPE6	617	601
SPE	SPE6	620	601
SPE	SPE6	607	601
SPE	SPE6	621	601
SPE	SPE6	624	601
SPE	SPE6	603	601
SPE	SPE6	606	601
SPE	SPE6	610	601
SPE	SPE6	612	601
SPE	SPE6	604	601
SPE	SPE6	605	601
SPE	SPE6	611	601
SPE	SPE7	704	035
SPE	SPE7	705	034
SPE	SPE7	702	036
SPE	SPE7	703	036
SPE	SPE7	018	038
SPE	SPE7	032	033
SPE	SPE7	033	033
SPE	SPE7	034	034
SPE	SPE7	035	035
SPE	SPE7	036	036
SPE	SPE7	040	037
SPE	SPE7	037	037
SPE	SPE7	039	038
SPE	SPE7	038	038
SPE	SPE7	017	038
SPE	SPE7	701	036
SPE	SPE7	706	033
SPE	SPE3	301	024
SPE	SPE3	018	018
SPE	SPE3	020	020
SPE	SPE3	023	022
SPE	SPE3	022	022
SPE	SPE3	024	024
SPE	SPE3	026	026
SPE	SPE3	027	026
SPE	SPE3	303	026
SPE	SPE3	302	026
SPE	SPE3	019	018
SPE	SPE3	021	020
SPE	SPE9	102	046
SPE	SPE9	103	047
SPE	SPE9	041	042
SPE	SPE9	042	042
SPE	SPE9	046	046
SPE	SPE9	044	045
SPE	SPE9	043	042
SPE	SPE9	048	048
SPE	SPE9	047	047
SPE	SPE9	101	042
SPE	SPE9	104	048
SPE	SPE9	045	045
SPE	SPE1	107	008
SPE	SPE1	004	004
SPE	SPE1	008	008
SPE	SPE1	006	005
SPE	SPE1	007	005
SPE	SPE1	009	009
SPE	SPE1	010	010
SPE	SPE1	009H	009
SPE	SPE1	003	003
SPE	SPE1	005	005
SPE	SPE1	106	002
SPE	SPE1	001	001
SPE	SPE1	002	002
SPE	SPE1	105	001
SPE	SPE2	203	013
SPE	SPE2	202	012
SPE	SPE2	204	014
SPE	SPE2	201	011
SPE	SPE2	011	011
SPE	SPE2	012	012
SPE	SPE2	015	015
SPE	SPE2	018	015
SPE	SPE2	016	015
SPE	SPE2	017	015
SPE	SPE2	013	013
SPE	SPE2	014	014
SPE	SPE2	205	015
SPE	SPE2	206	015
SPE	SPE2	019	015
SPO	SPO7	704	035
SPO	SPO7	705	034
SPO	SPO7	702	036
SPO	SPO7	703	036
SPO	SPO7	018	038
SPO	SPO7	032	033
SPO	SPO7	033	033
SPO	SPO7	034	034
SPO	SPO7	035	035
SPO	SPO7	036	036
SPO	SPO7	040	037
SPO	SPO7	037	037
SPO	SPO7	039	038
SPO	SPO7	038	038
SPO	SPO7	017	038
SPO	SPO7	701	036
SPO	SPO7	706	033
SPO	SPO10	092	091
SPO	SPO10	091	091
SPO	SPO10	093	091
SPO	SPO10	094	091
SPO	SPO8	036	040
SPO	SPO8	040	040
SPO	SPO8	037	039
SPO	SPO8	039	039
SPO	SPO8	041	041
SPO	SPO8	016	039
SPO	SPO8	017	039
SPO	SPO8	801	041
SPO	SPO3	412	051
SPO	SPO3	301	024
SPO	SPO3	608	601
SPO	SPO3	602	601
SPO	SPO3	623	601
SPO	SPO3	622	601
SPO	SPO3	625	601
SPO	SPO3	502	030
SPO	SPO3	411	052
SPO	SPO3	615	601
SPO	SPO3	613	601
SPO	SPO3	601	601
SPO	SPO3	618	601
SPO	SPO3	410	403
SPO	SPO3	408	401
SPO	SPO3	614	601
SPO	SPO3	616	601
SPO	SPO3	619	601
SPO	SPO3	503	029
SPO	SPO3	409	403
SPO	SPO3	407	401
SPO	SPO3	609	601
SPO	SPO3	617	601
SPO	SPO3	620	601
SPO	SPO3	607	601
SPO	SPO3	621	601
SPO	SPO3	624	601
SPO	SPO3	018	018
SPO	SPO3	020	020
SPO	SPO3	023	022
SPO	SPO3	022	022
SPO	SPO3	024	024
SPO	SPO3	026	026
SPO	SPO3	027	026
SPO	SPO3	028	029
SPO	SPO3	031	031
SPO	SPO3	032	032
SPO	SPO3	025	025
SPO	SPO3	049	049
SPO	SPO3	050	050
SPO	SPO3	051	051
SPO	SPO3	052	052
SPO	SPO3	029	029
SPO	SPO3	030	030
SPO	SPO3	401	401
SPO	SPO3	402	401
SPO	SPO3	403	403
SPO	SPO3	404	403
SPO	SPO3	405	049
SPO	SPO3	406	050
SPO	SPO3	501	031
SPO	SPO3	603	601
SPO	SPO3	504	027
SPO	SPO3	303	026
SPO	SPO3	606	601
SPO	SPO3	610	601
SPO	SPO3	612	601
SPO	SPO3	604	601
SPO	SPO3	302	026
SPO	SPO3	605	601
SPO	SPO3	611	601
SPO	SPO3	019	018
SPO	SPO3	021	020
SPO	SPO2	203	013
SPO	SPO2	202	012
SPO	SPO2	204	014
SPO	SPO2	201	011
SPO	SPO2	011	011
SPO	SPO2	012	012
SPO	SPO2	015	015
SPO	SPO2	018	015
SPO	SPO2	016	015
SPO	SPO2	017	015
SPO	SPO2	013	013
SPO	SPO2	014	014
SPO	SPO2	205	015
SPO	SPO2	206	015
SPO	SPO2	019	015
SPO	SPO1	102	046
SPO	SPO1	103	047
SPO	SPO1	107	008
SPO	SPO1	004	004
SPO	SPO1	008	008
SPO	SPO1	006	005
SPO	SPO1	007	005
SPO	SPO1	009	009
SPO	SPO1	010	010
SPO	SPO1	041	042
SPO	SPO1	042	042
SPO	SPO1	046	046
SPO	SPO1	044	045
SPO	SPO1	043	042
SPO	SPO1	009H	009
SPO	SPO1	003	003
SPO	SPO1	005	005
SPO	SPO1	106	002
SPO	SPO1	001	001
SPO	SPO1	048	048
SPO	SPO1	047	047
SPO	SPO1	002	002
SPO	SPO1	105	001
SPO	SPO1	101	042
SPO	SPO1	104	048
SPO	SPO1	045	045
SPR	SPR4	412	051
SPR	SPR4	411	052
SPR	SPR4	410	403
SPR	SPR4	408	401
SPR	SPR4	409	403
SPR	SPR4	407	401
SPR	SPR4	049	049
SPR	SPR4	050	050
SPR	SPR4	051	051
SPR	SPR4	052	052
SPR	SPR4	401	401
SPR	SPR4	402	401
SPR	SPR4	403	403
SPR	SPR4	404	403
SPR	SPR4	405	049
SPR	SPR4	406	050
SPR	SPR7	704	035
SPR	SPR7	705	034
SPR	SPR7	702	036
SPR	SPR7	703	036
SPR	SPR7	018	038
SPR	SPR7	032	033
SPR	SPR7	033	033
SPR	SPR7	034	034
SPR	SPR7	035	035
SPR	SPR7	036	036
SPR	SPR7	040	037
SPR	SPR7	037	037
SPR	SPR7	039	038
SPR	SPR7	038	038
SPR	SPR7	017	038
SPR	SPR7	701	036
SPR	SPR7	706	033
SPR	SPR10	092	091
SPR	SPR10	091	091
SPR	SPR10	093	091
SPR	SPR10	094	091
SPR	SPR1	203	013
SPR	SPR1	102	046
SPR	SPR1	202	012
SPR	SPR1	204	014
SPR	SPR1	103	047
SPR	SPR1	107	008
SPR	SPR1	201	011
SPR	SPR1	004	004
SPR	SPR1	008	008
SPR	SPR1	006	005
SPR	SPR1	007	005
SPR	SPR1	009	009
SPR	SPR1	010	010
SPR	SPR1	011	011
SPR	SPR1	012	012
SPR	SPR1	015	015
SPR	SPR1	018	018
SPR	SPR1	036	040
SPR	SPR1	040	040
SPR	SPR1	037	037
SPR	SPR1	039	039
SPR	SPR1	041	041
SPR	SPR1	042	042
SPR	SPR1	046	046
SPR	SPR1	044	045
SPR	SPR1	043	042
SPR	SPR1	009H	009
SPR	SPR1	016	015
SPR	SPR1	017	015
SPR	SPR1	013	013
SPR	SPR1	014	014
SPR	SPR1	003	003
SPR	SPR1	005	005
SPR	SPR1	106	002
SPR	SPR1	001	001
SPR	SPR1	048	048
SPR	SPR1	047	047
SPR	SPR1	002	002
SPR	SPR1	205	015
SPR	SPR1	801	041
SPR	SPR1	206	015
SPR	SPR1	105	001
SPR	SPR1	101	042
SPR	SPR1	104	048
SPR	SPR1	045	045
SPR	SPR1	019	018
SPR	SPR3	301	024
SPR	SPR3	608	601
SPR	SPR3	602	601
SPR	SPR3	623	601
SPR	SPR3	622	601
SPR	SPR3	625	601
SPR	SPR3	502	030
SPR	SPR3	615	601
SPR	SPR3	613	601
SPR	SPR3	601	601
SPR	SPR3	618	601
SPR	SPR3	614	601
SPR	SPR3	616	601
SPR	SPR3	619	601
SPR	SPR3	503	029
SPR	SPR3	609	601
SPR	SPR3	617	601
SPR	SPR3	620	601
SPR	SPR3	607	601
SPR	SPR3	621	601
SPR	SPR3	624	601
SPR	SPR3	018	018
SPR	SPR3	020	020
SPR	SPR3	023	022
SPR	SPR3	022	022
SPR	SPR3	024	024
SPR	SPR3	026	026
SPR	SPR3	027	026
SPR	SPR3	028	029
SPR	SPR3	031	031
SPR	SPR3	032	032
SPR	SPR3	025	025
SPR	SPR3	029	029
SPR	SPR3	030	030
SPR	SPR3	501	031
SPR	SPR3	603	601
SPR	SPR3	504	027
SPR	SPR3	303	026
SPR	SPR3	606	601
SPR	SPR3	610	601
SPR	SPR3	612	601
SPR	SPR3	604	601
SPR	SPR3	302	026
SPR	SPR3	605	601
SPR	SPR3	611	601
SPR	SPR3	019	018
SPR	SPR3	021	020
SQU	SQU10T	092	091
SQU	SQU10T	091	091
SQU	SQU10T	093	091
SQU	SQU10T	094	091
SQU	SQU1T & SQU1J	203	013
SQU	SQU1T & SQU1J	412	051
SQU	SQU1T & SQU1J	301	024
SQU	SQU1T & SQU1J	608	601
SQU	SQU1T & SQU1J	602	601
SQU	SQU1T & SQU1J	623	601
SQU	SQU1T & SQU1J	622	601
SQU	SQU1T & SQU1J	625	601
SQU	SQU1T & SQU1J	502	030
SQU	SQU1T & SQU1J	704	035
SQU	SQU1T & SQU1J	102	046
SQU	SQU1T & SQU1J	202	012
SQU	SQU1T & SQU1J	204	014
SQU	SQU1T & SQU1J	411	052
SQU	SQU1T & SQU1J	615	601
SQU	SQU1T & SQU1J	613	601
SQU	SQU1T & SQU1J	601	601
SQU	SQU1T & SQU1J	618	601
SQU	SQU1T & SQU1J	705	034
SQU	SQU1T & SQU1J	702	036
SQU	SQU1T & SQU1J	103	047
SQU	SQU1T & SQU1J	107	008
SQU	SQU1T & SQU1J	410	403
SQU	SQU1T & SQU1J	408	401
SQU	SQU1T & SQU1J	614	601
SQU	SQU1T & SQU1J	616	601
SQU	SQU1T & SQU1J	619	601
SQU	SQU1T & SQU1J	503	029
SQU	SQU1T & SQU1J	703	036
SQU	SQU1T & SQU1J	409	403
SQU	SQU1T & SQU1J	407	401
SQU	SQU1T & SQU1J	609	601
SQU	SQU1T & SQU1J	617	601
SQU	SQU1T & SQU1J	620	601
SQU	SQU1T & SQU1J	607	601
SQU	SQU1T & SQU1J	621	601
SQU	SQU1T & SQU1J	624	601
SQU	SQU1T & SQU1J	201	011
SQU	SQU1T & SQU1J	004	004
SQU	SQU1T & SQU1J	008	008
SQU	SQU1T & SQU1J	006	005
SQU	SQU1T & SQU1J	007	005
SQU	SQU1T & SQU1J	009	009
SQU	SQU1T & SQU1J	010	010
SQU	SQU1T & SQU1J	011	011
SQU	SQU1T & SQU1J	012	012
SQU	SQU1T & SQU1J	015	015
SQU	SQU1T & SQU1J	018	018
SQU	SQU1T & SQU1J	020	020
SQU	SQU1T & SQU1J	023	022
SQU	SQU1T & SQU1J	022	022
SQU	SQU1T & SQU1J	024	024
SQU	SQU1T & SQU1J	026	026
SQU	SQU1T & SQU1J	027	027
SQU	SQU1T & SQU1J	028	029
SQU	SQU1T & SQU1J	031	031
SQU	SQU1T & SQU1J	032	032
SQU	SQU1T & SQU1J	025	025
SQU	SQU1T & SQU1J	033	033
SQU	SQU1T & SQU1J	034	034
SQU	SQU1T & SQU1J	035	035
SQU	SQU1T & SQU1J	036	036
SQU	SQU1T & SQU1J	040	040
SQU	SQU1T & SQU1J	037	037
SQU	SQU1T & SQU1J	039	039
SQU	SQU1T & SQU1J	038	038
SQU	SQU1T & SQU1J	041	041
SQU	SQU1T & SQU1J	042	042
SQU	SQU1T & SQU1J	046	046
SQU	SQU1T & SQU1J	044	045
SQU	SQU1T & SQU1J	043	042
SQU	SQU1T & SQU1J	049	049
SQU	SQU1T & SQU1J	050	050
SQU	SQU1T & SQU1J	051	051
SQU	SQU1T & SQU1J	052	052
SQU	SQU1T & SQU1J	009H	009
SQU	SQU1T & SQU1J	016	015
SQU	SQU1T & SQU1J	017	015
SQU	SQU1T & SQU1J	029	029
SQU	SQU1T & SQU1J	030	030
SQU	SQU1T & SQU1J	013	013
SQU	SQU1T & SQU1J	014	014
SQU	SQU1T & SQU1J	003	003
SQU	SQU1T & SQU1J	005	005
SQU	SQU1T & SQU1J	106	002
SQU	SQU1T & SQU1J	001	001
SQU	SQU1T & SQU1J	048	048
SQU	SQU1T & SQU1J	047	047
SQU	SQU1T & SQU1J	002	002
SQU	SQU1T & SQU1J	205	015
SQU	SQU1T & SQU1J	401	401
SQU	SQU1T & SQU1J	402	401
SQU	SQU1T & SQU1J	403	403
SQU	SQU1T & SQU1J	404	403
SQU	SQU1T & SQU1J	801	041
SQU	SQU1T & SQU1J	405	049
SQU	SQU1T & SQU1J	406	050
SQU	SQU1T & SQU1J	206	015
SQU	SQU1T & SQU1J	701	036
SQU	SQU1T & SQU1J	105	001
SQU	SQU1T & SQU1J	101	042
SQU	SQU1T & SQU1J	706	033
SQU	SQU1T & SQU1J	501	031
SQU	SQU1T & SQU1J	104	048
SQU	SQU1T & SQU1J	603	601
SQU	SQU1T & SQU1J	504	027
SQU	SQU1T & SQU1J	303	026
SQU	SQU1T & SQU1J	606	601
SQU	SQU1T & SQU1J	610	601
SQU	SQU1T & SQU1J	612	601
SQU	SQU1T & SQU1J	604	601
SQU	SQU1T & SQU1J	302	026
SQU	SQU1T & SQU1J	605	601
SQU	SQU1T & SQU1J	611	601
SQU	SQU1T & SQU1J	045	045
SQU	SQU1T & SQU1J	019	018
SQU	SQU1T & SQU1J	021	020
SSK	SSK7	704	035
SSK	SSK7	705	034
SSK	SSK7	702	036
SSK	SSK7	703	036
SSK	SSK7	018	038
SSK	SSK7	032	033
SSK	SSK7	033	033
SSK	SSK7	034	034
SSK	SSK7	035	035
SSK	SSK7	036	036
SSK	SSK7	040	037
SSK	SSK7	037	037
SSK	SSK7	039	038
SSK	SSK7	038	038
SSK	SSK7	017	038
SSK	SSK7	701	036
SSK	SSK7	706	033
SSK	SSK10	092	091
SSK	SSK10	091	091
SSK	SSK10	093	091
SSK	SSK10	094	091
SSK	SSK1	203	013
SSK	SSK1	202	012
SSK	SSK1	204	014
SSK	SSK1	107	008
SSK	SSK1	201	011
SSK	SSK1	004	004
SSK	SSK1	008	008
SSK	SSK1	006	005
SSK	SSK1	007	005
SSK	SSK1	009	009
SSK	SSK1	010	010
SSK	SSK1	011	011
SSK	SSK1	012	012
SSK	SSK1	015	015
SSK	SSK1	018	018
SSK	SSK1	009H	009
SSK	SSK1	016	015
SSK	SSK1	017	015
SSK	SSK1	013	013
SSK	SSK1	014	014
SSK	SSK1	003	003
SSK	SSK1	005	005
SSK	SSK1	106	002
SSK	SSK1	001	001
SSK	SSK1	002	002
SSK	SSK1	205	015
SSK	SSK1	206	015
SSK	SSK1	105	001
SSK	SSK1	019	018
SSK	SSK3	412	051
SSK	SSK3	301	024
SSK	SSK3	608	601
SSK	SSK3	602	601
SSK	SSK3	623	601
SSK	SSK3	622	601
SSK	SSK3	625	601
SSK	SSK3	502	030
SSK	SSK3	411	052
SSK	SSK3	615	601
SSK	SSK3	613	601
SSK	SSK3	601	601
SSK	SSK3	618	601
SSK	SSK3	410	403
SSK	SSK3	408	401
SSK	SSK3	614	601
SSK	SSK3	616	601
SSK	SSK3	619	601
SSK	SSK3	503	029
SSK	SSK3	409	403
SSK	SSK3	407	401
SSK	SSK3	609	601
SSK	SSK3	617	601
SSK	SSK3	620	601
SSK	SSK3	607	601
SSK	SSK3	621	601
SSK	SSK3	624	601
SSK	SSK3	018	018
SSK	SSK3	020	020
SSK	SSK3	023	022
SSK	SSK3	022	022
SSK	SSK3	024	024
SSK	SSK3	026	026
SSK	SSK3	027	026
SSK	SSK3	028	029
SSK	SSK3	031	031
SSK	SSK3	032	032
SSK	SSK3	025	025
SSK	SSK3	049	049
SSK	SSK3	050	050
SSK	SSK3	051	051
SSK	SSK3	052	052
SSK	SSK3	029	029
SSK	SSK3	030	030
SSK	SSK3	401	401
SSK	SSK3	402	401
SSK	SSK3	403	403
SSK	SSK3	404	403
SSK	SSK3	405	049
SSK	SSK3	406	050
SSK	SSK3	501	031
SSK	SSK3	603	601
SSK	SSK3	504	027
SSK	SSK3	303	026
SSK	SSK3	606	601
SSK	SSK3	610	601
SSK	SSK3	612	601
SSK	SSK3	604	601
SSK	SSK3	302	026
SSK	SSK3	605	601
SSK	SSK3	611	601
SSK	SSK3	019	018
SSK	SSK3	021	020
SSK	SSK8	102	046
SSK	SSK8	103	047
SSK	SSK8	036	040
SSK	SSK8	040	040
SSK	SSK8	037	039
SSK	SSK8	039	039
SSK	SSK8	041	041
SSK	SSK8	042	042
SSK	SSK8	046	046
SSK	SSK8	044	045
SSK	SSK8	043	042
SSK	SSK8	016	039
SSK	SSK8	017	039
SSK	SSK8	048	048
SSK	SSK8	047	047
SSK	SSK8	801	041
SSK	SSK8	101	042
SSK	SSK8	104	048
SSK	SSK8	045	045
STA	STA4	412	051
STA	STA4	411	052
STA	STA4	410	403
STA	STA4	408	401
STA	STA4	409	403
STA	STA4	407	401
STA	STA4	049	049
STA	STA4	050	050
STA	STA4	051	051
STA	STA4	052	052
STA	STA4	401	401
STA	STA4	402	401
STA	STA4	403	403
STA	STA4	404	403
STA	STA4	405	049
STA	STA4	406	050
STA	STA7	704	035
STA	STA7	705	034
STA	STA7	702	036
STA	STA7	703	036
STA	STA7	018	038
STA	STA7	032	033
STA	STA7	033	033
STA	STA7	034	034
STA	STA7	035	035
STA	STA7	036	036
STA	STA7	040	037
STA	STA7	037	037
STA	STA7	039	038
STA	STA7	038	038
STA	STA7	017	038
STA	STA7	701	036
STA	STA7	706	033
STA	STA10	092	091
STA	STA10	091	091
STA	STA10	093	091
STA	STA10	094	091
STA	STA3	301	024
STA	STA3	018	018
STA	STA3	020	020
STA	STA3	023	022
STA	STA3	022	022
STA	STA3	024	024
STA	STA3	026	026
STA	STA3	027	026
STA	STA3	303	026
STA	STA3	302	026
STA	STA3	019	018
STA	STA3	021	020
STA	STA8	036	040
STA	STA8	040	040
STA	STA8	037	039
STA	STA8	039	039
STA	STA8	041	041
STA	STA8	016	039
STA	STA8	017	039
STA	STA8	801	041
STA	STA2	203	013
STA	STA2	202	012
STA	STA2	204	014
STA	STA2	201	011
STA	STA2	011	011
STA	STA2	012	012
STA	STA2	015	015
STA	STA2	018	015
STA	STA2	016	015
STA	STA2	017	015
STA	STA2	013	013
STA	STA2	014	014
STA	STA2	205	015
STA	STA2	206	015
STA	STA2	019	015
STA	STA5	608	601
STA	STA5	602	601
STA	STA5	623	601
STA	STA5	622	601
STA	STA5	625	601
STA	STA5	502	030
STA	STA5	615	601
STA	STA5	613	601
STA	STA5	601	601
STA	STA5	618	601
STA	STA5	614	601
STA	STA5	616	601
STA	STA5	619	601
STA	STA5	503	029
STA	STA5	609	601
STA	STA5	617	601
STA	STA5	620	601
STA	STA5	607	601
STA	STA5	621	601
STA	STA5	624	601
STA	STA5	026	025
STA	STA5	027	027
STA	STA5	028	029
STA	STA5	031	031
STA	STA5	032	032
STA	STA5	025	025
STA	STA5	029	029
STA	STA5	030	030
STA	STA5	501	031
STA	STA5	603	601
STA	STA5	504	027
STA	STA5	303	026
STA	STA5	606	601
STA	STA5	610	601
STA	STA5	612	601
STA	STA5	604	601
STA	STA5	302	026
STA	STA5	605	601
STA	STA5	611	601
STA	STA1	102	046
STA	STA1	103	047
STA	STA1	107	008
STA	STA1	004	004
STA	STA1	008	008
STA	STA1	006	005
STA	STA1	007	005
STA	STA1	009	009
STA	STA1	010	010
STA	STA1	041	042
STA	STA1	042	042
STA	STA1	046	046
STA	STA1	044	045
STA	STA1	043	042
STA	STA1	009H	009
STA	STA1	003	003
STA	STA1	005	005
STA	STA1	106	002
STA	STA1	001	001
STA	STA1	048	048
STA	STA1	047	047
STA	STA1	002	002
STA	STA1	105	001
STA	STA1	101	042
STA	STA1	104	048
STA	STA1	045	045
STN	STN1	203	013
STN	STN1	301	024
STN	STN1	502	030
STN	STN1	704	035
STN	STN1	102	046
STN	STN1	204	014
STN	STN1	705	034
STN	STN1	702	036
STN	STN1	103	047
STN	STN1	107	008
STN	STN1	408	401
STN	STN1	503	029
STN	STN1	703	036
STN	STN1	407	401
STN	STN1	201	011
STN	STN1	004	004
STN	STN1	008	008
STN	STN1	006	005
STN	STN1	007	005
STN	STN1	009	009
STN	STN1	010	010
STN	STN1	011	011
STN	STN1	018	018
STN	STN1	020	020
STN	STN1	023	022
STN	STN1	022	022
STN	STN1	024	024
STN	STN1	026	026
STN	STN1	027	027
STN	STN1	028	029
STN	STN1	031	031
STN	STN1	032	032
STN	STN1	025	025
STN	STN1	033	033
STN	STN1	034	034
STN	STN1	035	035
STN	STN1	036	036
STN	STN1	040	040
STN	STN1	037	037
STN	STN1	039	039
STN	STN1	038	038
STN	STN1	041	041
STN	STN1	042	042
STN	STN1	046	046
STN	STN1	044	045
STN	STN1	043	042
STN	STN1	009H	009
STN	STN1	016	039
STN	STN1	017	038
STN	STN1	029	029
STN	STN1	030	030
STN	STN1	013	013
STN	STN1	014	014
STN	STN1	003	003
STN	STN1	005	005
STN	STN1	106	002
STN	STN1	001	001
STN	STN1	048	048
STN	STN1	047	047
STN	STN1	002	002
STN	STN1	401	401
STN	STN1	402	401
STN	STN1	801	041
STN	STN1	701	036
STN	STN1	105	001
STN	STN1	101	042
STN	STN1	706	033
STN	STN1	501	031
STN	STN1	104	048
STN	STN1	504	027
STN	STN1	303	026
STN	STN1	302	026
STN	STN1	045	045
STN	STN1	019	018
STN	STN1	021	020
SUR	SUR4	412	051
SUR	SUR4	411	052
SUR	SUR4	410	403
SUR	SUR4	408	401
SUR	SUR4	409	403
SUR	SUR4	407	401
SUR	SUR4	049	049
SUR	SUR4	050	050
SUR	SUR4	051	051
SUR	SUR4	052	052
SUR	SUR4	401	401
SUR	SUR4	402	401
SUR	SUR4	403	403
SUR	SUR4	404	403
SUR	SUR4	405	049
SUR	SUR4	406	050
SUR	SUR5	502	030
SUR	SUR5	503	029
SUR	SUR5	026	025
SUR	SUR5	027	027
SUR	SUR5	028	029
SUR	SUR5	031	031
SUR	SUR5	032	032
SUR	SUR5	025	025
SUR	SUR5	029	029
SUR	SUR5	030	030
SUR	SUR5	501	031
SUR	SUR5	504	027
SUR	SUR8	036	040
SUR	SUR8	040	040
SUR	SUR8	037	039
SUR	SUR8	039	039
